url,name,ingredient
https://www.simplyrecipes.com/recipes/apple_coffee_cake/,Apple Coffee Cake,"2 eggs, beaten"
https://www.simplyrecipes.com/recipes/apple_coffee_cake/,Apple Coffee Cake,1 cup (235ml) whole milk
https://www.simplyrecipes.com/recipes/apple_coffee_cake/,Apple Coffee Cake,"1 medium tart green apple, cored, peeled and sliced into 1/4-inch-thick slices"
https://www.simplyrecipes.com/recipes/apple_coffee_cake/,Apple Coffee Cake,4 tablespoons brown sugar
https://www.simplyrecipes.com/recipes/apple_coffee_cake/,Apple Coffee Cake,4 tablespoons flour
https://www.simplyrecipes.com/recipes/apple_coffee_cake/,Apple Coffee Cake,1/4 teaspoon cinnamon
https://www.simplyrecipes.com/recipes/apple_coffee_cake/,Apple Coffee Cake,"1 tablespoon butter, cut into small cubes"
https://www.simplyrecipes.com/recipes/omelette_in_a_mug/,Omelette in a Mug,Cooking spray or extra virgin olive oil
https://www.simplyrecipes.com/recipes/omelette_in_a_mug/,Omelette in a Mug,2 large eggs
https://www.simplyrecipes.com/recipes/omelette_in_a_mug/,Omelette in a Mug,1 tablespoon milk
https://www.simplyrecipes.com/recipes/omelette_in_a_mug/,Omelette in a Mug,1 tablespoon grated cheddar cheese
https://www.simplyrecipes.com/recipes/omelette_in_a_mug/,Omelette in a Mug,1 tablespoon finely chopped red bell pepper
https://www.simplyrecipes.com/recipes/omelette_in_a_mug/,Omelette in a Mug,1 teaspoon finely chopped chives or green onion
https://www.simplyrecipes.com/recipes/omelette_in_a_mug/,Omelette in a Mug,Pinch salt
https://www.simplyrecipes.com/recipes/omelette_in_a_mug/,Omelette in a Mug,Pinch black pepper
https://www.simplyrecipes.com/recipes/bakery_style_cinnamon_rolls/,Best Homemade Cinnamon Rolls,1 cup whole milk
https://www.simplyrecipes.com/recipes/bakery_style_cinnamon_rolls/,Best Homemade Cinnamon Rolls,2 teaspoons active dry yeast
https://www.simplyrecipes.com/recipes/bakery_style_cinnamon_rolls/,Best Homemade Cinnamon Rolls,1/4 cup sugar
https://www.simplyrecipes.com/recipes/bakery_style_cinnamon_rolls/,Best Homemade Cinnamon Rolls,2 large eggs
https://www.simplyrecipes.com/recipes/bakery_style_cinnamon_rolls/,Best Homemade Cinnamon Rolls,4 cups all-purpose flour
https://www.simplyrecipes.com/recipes/bakery_style_cinnamon_rolls/,Best Homemade Cinnamon Rolls,1 1/2 teaspoons kosher salt
https://www.simplyrecipes.com/recipes/bakery_style_cinnamon_rolls/,Best Homemade Cinnamon Rolls,"6 tablespoons room temperature unsalted butter, very soft"
https://www.simplyrecipes.com/recipes/bakery_style_cinnamon_rolls/,Best Homemade Cinnamon Rolls,1/2 cup room temperature unsalted butter
https://www.simplyrecipes.com/recipes/bakery_style_cinnamon_rolls/,Best Homemade Cinnamon Rolls,3/4 cup brown sugar
https://www.simplyrecipes.com/recipes/bakery_style_cinnamon_rolls/,Best Homemade Cinnamon Rolls,1 tablespoon ground cinnamon
